age
30
26
29
30
22
21
31
24
29
32
36
25
28
29
28
32
35
21
23
31
36
27
25
20
26
32
35
36
30
26
24
17
31
26
28
29
22
22
31
22
19
30
23
27
35
20
21
27
25
20
36
20
24
85
21
24
90
23
31
32
27
26
25
24
21
28
46
14
21
27
24
24
22
1
30
27
26
32
32
24
21
41
22
24
28
32
32
19
31
31
31
30
22
25
26
32
21
28
26
29
22
33
32
32
24
28
22
32
23
26
27
25
32
20
27
33
34
27
23
33
32
21
26
24
27
30
26
27
36
22
32
30
38
25
26
24
36
30
27
25
44
32
30
24
24
21
30
26
34
21
33
30
29
31
23
27
30
33
26
25
35
21
26
28
29
24
23
26
22
30
30
35
23
27
22
28
24
26
22
30
31
24
23
24
37
26
30
26
90
23
23
32
22
28
28
29
28
32
23
26
29
30
14
26
27
28
24
26
30
28
25
36
30
30
26
29
30
33
25
31
30
30
28
23
25
30
25
33
24
28
23
22
29
26
6
32
32
20
35
34
20
25
28
30
28
32
28
88
29
22
21
23
25
25
21
22
22
30
28
24
26
33
28
22
23
26
21
27
33
26
33
26
29
31
22
30
25
27
27
28
33
35
26
27
31
31
41
31
33
37
31
21
24
29
32
37
32
33
26
22
24
25
30
30
26
35
26
30
26
27
32
33
21
23
29
31
22
25
40
25
30
29
26
20
28
26
26
26
28
27
28
24
41
27
33
28
23
26
26
30
25
26
24
57
24
26
24
24
28
29
33
27
24
28
30
33
24
25
29
39
24
28
22
24
26
27
26
31
20
28
33
25
22
34
31
24
32
27
30
27
31
31
24
30
26
28
21
26
8
30
27
17
31
28
26
32
22
29
31
26
32
32
26
25
33
33
34
21
23
23
25
29
32
36
28
36
28
30
28
29
26
34
32
27
31
22
26
30
30
26
31
33
27
28
31
26
28
26
28
20
28
28
21
32
35
32
23
26
29
30
28
21
28
29
37
30
19
27
30
24
26
25
24
30
30
25
30
22
27
22
28
27
23
31
33
22
32
30
30
30
27
29
29
27
23
30
32
35
30
28
22
25
23
26
26
32
43
33
26
30
22
16
29
24
27
30
33
22
27
29
28
32
90
23
34
30
26
28
29
26
22
26
21
24
28
29
29
26
25
21
27
26
26
32
26
24
25
33
30
31
36
24
31
26
38
27
26
25
26
25
26
38
30
34
30
30
28
28
37
29
32
23
30
26
20
39
26
28
28
32
25
29
30
32
23
27
23
32
10
23
24
24
26
20
21
21
25
28
23
30
31
28
22
32
20
30
27
27
30
25
22
20
24
28
26
35
30
23
28
25
43
20
25
34
32
32
26
31
31
25
30
40
34
28
26
27
33
27
29
32
20
31
28
25
30
28
24
22
28
28
27
28
38
24
26
33
29
28
20
23
22
33
25
33
23
34
30
33
26
46
28
29
28
37
34
25
30
29
32
24
28
34
35
31
26
26
32
26
30
90
29
31
2
29
30
28
24
25
29
32
37
26
21
24
30
27
32
26
24
25
26
30
27
27
29
26
23
26
44
34
31
26
31
24
26
34
39
27
30
28
27
25
24
44
21
26
30
20
27
32
22
29
29
28
31
31
27
25
26
35
32
24
23
36
39
27
23
28
32
41
23
26
20
25
28
90
29
30
26
24
29
22
27
30
21
33
38
24
28
22
24
37
27
26
24
36
29
32
28
26
21
24
20
26
29
23
28
23
25
21
30
28
90
30
23
22
26
31
32
28
24
25
31
30
28
26
22
28
26
19
29
29
38
22
27
25
23
33
30
26
25
20
36
24
27
30
28
23
26
30
28
33
31
31
32
31
22
24
24
36
24
30
30
28
28
29
37
25
24
29
30
30
28
24
28
27
31
25
19
34
27
28
28
27
31
30
23
32
25
28
31
26
26
27
28
30
36
28
28
40
29
27
27
31
29
32
26
8
34
29
19
26
28
28
26
24
28
24
26
28
34
30
25
30
26
39
25
22
30
25
30
25
31
27
28
23
30
25
26
29
32
28
24
30
28
35
29
20
30
29
23
40
26
32
37
32
22
30
23
32
30
30
38
26
26
24
26
25
27
19
19
90
25
29
32
41
27
24
30
27
30
40
30
27
16
20
28
27
23
29
22
34
20
25
34
29
36
29
32
29
29
28
26
19
28
30
32
26
27
27
38
27
23
36
44
27
35
30
22
48
30
28
1
30
32
42
29
31
28
26
29
26
30
31
25
27
25
30
24
24
23
28
32
28
26
30
22
28
29
35
31
30
30
29
20
34
26
25
39
19
28
29
22
27
19
34
31
21
18
32
27
34
30
35
23
34
27
27
23
27
26
31
26
31
19
28
30
26
33
26
21
30
30
35
28
30
26
31
90
28
33
28
27
31
31
18
28
25
25
29
30
24
32
26
26
28
30
29
30
31
30
22
31
29
28
33
36
24
25
23
30
32
29
29
21
29
23
28
21
27
22
27
26
35
35
19
34
31
37
21
23
32
21
30
34
29
31
29
24
27
28
2
27
27
28
25
29
29
36
25
30
26
26
36
28
20
30
27
28
27
21
37
28
25
26
25
27
33
26
32
28
22
29
28
23
26
26
22
29
42
22
27
25
26
31
28
24
22
24
33
27
33
30
33
30
30
20
23
30
28
30
23
25
29
23
24
28
18
29
26
20
26
25
32
21
37
26
40
24
25
23
28
24
22
33
27
18
23
20
24
22
41
26
24
33
19
23
23
37
21
26
18
28
32
22
24
33
8
24
27
22
27
25
25
29
33
23
26
30
35
31
28
21
31
24
35
27
27
25
30
38
27
25
24
26
28
27
36
30
22
24
32
24
40
26
34
27
33
28
26
21
27
33
29
27
30
30
36
33
25
25
22
30
31
25
21
29
33
27
33
28
26
21
27
31
36
24
22
25
24
31
25
25
29
21
30
25
32
26
22
27
30
18
27
26
31
27
30
26
24
28
21
34
29
30
25
28
26
28
28
27
38
30
30
26
33
44
31
26
28
33
20
30
27
25
29
38
24
29
29
28
27
30
24
25
26
29
30
20
18
21
27
26
26
27
32
36
26
33
26
28
29
21
22
36
27
32
28
26
31
36
29
23
26
39
25
24
26
29
30
23
20
23
25
30
20
27
26
27
26
26
31
21
24
28
26
27
29
31
23
27
12
20
35
22
22
25
26
31
29
26
23
26
32
17
18
21
30
27
24
32
27
34
20
28
24
30
32
24
27
31
27
24
23
29
28
24
28
26
20
28
33
32
23
23
20
26
30
28
20
23
23
27
21
25
30
28
28
33
29
28
24
22
23
22
27
24
26
28
32
27
29
32
29
29
32
31
31
19
26
29
21
26
20
26
28
38
26
29
32
30
24
30
29
25
32
24
32
38
23
26
24
29
34
30
30
24
23
26
29
25
30
28
32
28
33
18
54
27
33
24
34
23
25
23
26
21
25
26
26
31
31
28
1
30
31
22
25
30
28
30
26
30
28
28
30
30
34
29
22
28
30
26
30
26
23
18
23
29
36
24
26
36
25
30
26
18
22
33
25
35
24
22
24
27
22
26
47
26
32
27
32
33
33
24
27
28
26
23
28
29
33
39
24
24
24
22
34
20
30
24
32
31
36
24
33
22
33
34
34
32
34
29
30
26
31
24
28
27
28
31
24
27
33
30
25
28
31
31
28
27
34
34
31
30
32
27
32
24
29
27
24
26
27
24
22
28
30
26
28
33
23
26
26
28
30
28
31
30
28
30
41
26
23
28
27
26
28
32
25
28
31
27
27
35
25
34
27
31
24
32
26
32
28
26
33
26
25
28
32
31
28
29
23
28
24
29
32
22
29
29
28
26
26
28
28
23
23
29
31
32
25
38
26
28
27
86
23
8
23
22
32
34
23
19
28
25
26
31
17
26
20
51
26
34
38
28
29
27
19
29
22
31
44
9
29
33
23
21
24
20
28
22
24
23
16
21
23
26
28
32
29
37
26
26
26
27
23
20
34
30
26
23
33
30
24
24
29
26
30
30
29
26
23
22
33
20
28
30
27
31
32
33
30
33
24
26
26
22
26
21
28
32
26
25
31
22
30
23
31
31
31
26
24
27
30
27
31
34
90
22
25
25
29
25
23
23
28
31
27
26
30
24
28
51
32
29
29
28
28
32
27
32
22
31
22
29
24
33
29
29
20
24
32
24
30
26
32
21
25
26
29
29
24
24
26
31
20
43
28
20
28
27
26
32
32
34
26
26
30
31
25
24
32
24
33
26
23
24
30
24
31
23
23
28
22
22
33
27
22
22
25
39
28
32
30
39
28
28
22
32
22
26
24
30
29
5
24
27
26
30
34
27
31
26
22
31
32
28
28
26
36
27
36
22
24
27
26
21
41
27
30
19
27
28
29
31
31
31
31
31
24
29
27
33
16
28
28
23
31
24
26
24
30
22
24
29
24
33
25
22
21
25
23
21
19
31
29
32
32
26
24
29
28
27
30
30
36
33
24
25
24
29
27
26
23
24
23
20
42
26
23
22
21
33
30
39
20
30
26
18
20
23
34
34
25
28
28
31
33
32
28
28
27
24
25
27
25
29
25
28
29
30
29
24
60
23
21
30
25
19
28
20
28
30
24
21
26
25
30
36
36
26
24
24
30
30
27
22
31
25
22
33
34
24
27
30
30
22
28
38
29
30
30
33
40
25
30
35
34
32
25
33
32
26
22
23
31
24
27
30
25
27
31
32
29
20
26
28
20
29
23
30
29
35
28
30
20
28
30
28
22
28
31
29
28
25
24
36
35
27
30
35
21
33
24
33
30
23
24
31
32
24
25
35
28
22
30
30
26
26
27
25
20
32
35
30
26
21
26
24
30
26
26
35
28
41
30
24
32
33
24
36
23
32
30
35
26
43
23
29
25
34
26
22
34
22
27
20
29
32
29
26
27
16
16
24
34
25
28
25
30
37
29
23
18
26
26
29
23
22
27
23
29
33
23
24
24
27
28
26
27
23
26
34
29
29
26
20
32
27
22
24
27
26
17
27
30
31
41
20
28
36
31
34
25
28
26
20
23
31
24
32
24
29
29
21
77
22
25
32
37
23
28
31
21
29
24
25
19
25
22
28
25
22
30
33
21
30
23
26
24
25
24
30
27
27
30
24
1
24
28
26
24
32
31
32
28
40
30
28
22
33
27
30
25
23
28
26
24
21
26
20
24
26
29
30
24
29
25
23
24
22
