developer,owners
Hong Kong Netease Interactive Entertainment Limited,200000
HopFrog,200000
StrangeLight Games,200000
Eric Chahi,200000
Straight Right,200000
Envision Entertainment,200000
HypeTrain Digital,200000
Steve Gabry,200000
Tomkorp Computer Solutions Inc.,200000
Helmet Games,200000
Tomasz Wacławek,200000
Exato Games Studio,200000
Halycon Media GmbH & Co. KG,200000
Hammerfall Publishing,200000
Exozet,200000
Toasty Leaf AB,200000
"Hangzhou Xinlan Network Technology Co.,Ltd.",200000
Happy Square Productions,200000
Harotobira,200000
Stygian Software,200000
Suits & Sandals,200000
Evgeniy Yudin,200000
Haydee Interactive,200000
Headcannon,200000
Headup Games,200000
Headup Games / Crenetic,200000
Enter Skies,200000
Ennoble Studios,200000
IIchan Eroge Team,200000
SpikySnail,200000
Infinitap Games,200000
Infinite Monkeys Entertainment Ltd.,200000
Trilum Studios,200000
Trine Studios,200000
"Eek! Games, LLC",200000
Interceptor Entertainment,200000
IonFX,200000
Indimo Labs LLC,200000
Ediogames,200000
IonFx,200000
Ionized Games,200000
Iron Galaxy Studios,200000
Triple.B.Titles,200000
Spicy Horse Games,200000
Stage 2 Studios,200000
Tribe Tea,200000
Stephane Bottin,200000
"Elsa Hunt, ""FieryElsa""",200000
"IMC GAMES CO.,LTD.",200000
Tragnarion Studios,200000
IOSoccer Team,200000
Empires,200000
Ian Isaro,200000
Elven Workshop,200000
Icetesy SPRL,200000
IndeePop,200000
Treasure,200000
Elite Games Team,200000
Ignatus Zuk and Gonzalo Villagomez,200000
Elemental Games,200000
Imperium42® Game Studio,200000
Improx Games,200000
HakJak Productions,200000
Tlön Studios,200000
HUSH Interactive,200000
Thomas Happ Games LLC,200000
Thomas Brush,200000
FuturLab,200000
Future Games,200000
G3 Community Patch Team,200000
Tennen-sozai,200000
Firebrand Games,200000
GOGII Games,200000
Funselektor Labs Inc.,200000
GRIN,200000
Gabriel Priske,200000
FiolaSoft Studio,200000
TeamWaterFly,200000
Gaddy Games,200000
Gadget Games,200000
Terrible Toybox,200000
Texel Raptor,200000
Game Distillery s.r.o.,200000
Frogsong Studios AB,200000
Fox Dawn,200000
Foxoft,200000
The Knights of Unity,200000
The Simutrans Team,200000
The Software Refinery,200000
Flying Helmet Games,200000
Flow Combine,200000
Funnel Inc.,200000
FlippFly,200000
The Binary Mill,200000
Flatbox Studios,200000
Flaming Fowl Studios,200000
The Bearded Ladies,200000
Think Arcade,200000
Game Developer X,200000
Game in a Bottle,200000
"HANBITSOFT, INC.",200000
TB Games,200000
TSS Studio,200000
TORaIKI,200000
Grasshopper Manufacture,200000
TERNOX,200000
TEAM101,200000
TEAM HORAY,200000
Greendev.,200000
Gojira,200000
Synnergy Circle Games,200000
Gun Media,200000
Guy Godin,200000
FX Games Media,200000
Tiny Lab Productions,200000
FRENCH-BREAD,200000
Fallen Snow Studios,200000
Tactic Studios Inc.,200000
Fiddlesticks Games,200000
Gavin Powell,200000
Fictiorama Studios,200000
Team Murder,200000
Team Ladybug,200000
Games With Dragons In,200000
Team Indev,200000
Felip Guimerà,200000
Gehrig Gosslin,200000
FarmerGnome,200000
GemaYue,200000
Taste Games,200000
Fate Dragon Studio,200000
Glacier Labs,200000
Tiger and Squid,200000
Tamationgames,200000
Irresponsible Games,200000
East Side Games,200000
Vicarious Visions,200000
JH12world,200000
Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,200000
Satur Entertainment,200000
Liquid Dragon Studios,200000
Sarah Northway,200000
Lizsoft,200000
Llama Software,200000
Sandbox Interactive GmbH,200000
Lord_Loej,200000
Demon Wagon Studios,200000
Loren Bednar,200000
Deli Interactive LLC,200000
Lucid Games,200000
Luka Nieto,200000
Lukas Rustemeyer,200000
Luminous,200000
Lino Slahuschek,200000
Urchin Games,200000
Lindsay Jorgensen,200000
Digdog Studio,200000
Leafy Games,200000
Sebastian Krzyszkowiak,200000
Lei,200000
Lemonsucker Games,200000
Level-5,200000
Digerati Distribution,200000
Light Echo,200000
DiP Online,200000
Untame,200000
Dicesuki,200000
LightsoutGames,200000
Dialogue Design,200000
Limasse Five,200000
Scarlet String Studios,200000
Luminy Studios,200000
SOFTSTAR TECHNOLOGY BEIJINGCOLTD,200000
SITER SKAIN,200000
Roman Makhmutov,200000
Vasily Voronkov,200000
Rudolf Kremers & Alex May,200000
Manic Game Studios,200000
Rosebud Games,200000
DarkLight,200000
Roope Tamminen,200000
Martin Ivanov,200000
Varlamov Anton,200000
Masangsoft,200000
Maschinen-Mensch,200000
Roel van Beek,200000
Matt Hooper,200000
"Rock Wall Games, LLC",200000
Dani Navarro,200000
Vasiliy Kostin,200000
Variable State,200000
SFB Games,200000
MR-Software GbR,200000
Deadpan Games,200000
VStep,200000
MEGAFUZZ,200000
Dead Mage,200000
SEO INSEOK,200000
SEGA Studios Australia,200000
Ryan Joseph,200000
Malfador Machinations,200000
David Williamson,200000
Rusty Knights,200000
Valsar,200000
Magic Pixel Kft.,200000
Magiko Gaming,200000
Ruslan Viter,200000
Digital Sun,200000
Digital Tentacle,200000
Unknown Identity,200000
Just Fishing LLC,200000
Slant Six Games,200000
Slak Games,200000
Drool,200000
Drixy Games,200000
Jurgen Hoogeboom,200000
Just Amusing Myself Studios,200000
Sirhaian,200000
Joshua Chen,200000
Sir-Tech Canada,200000
Dream Execution,200000
Sir Bedlam Productions,200000
Kacper Stasiełuk,200000
Simogo,200000
SimTex,200000
Duck,200000
Jordan Benoit,200000
Keinart Lobre,200000
Jesper van den Ende,200000
JIW-Games,200000
JapanCo,200000
Tuna,200000
Jarhead Games,200000
Javelin OÜ,200000
SoftStar,200000
Joakim Sandberg,200000
Dumativa Creative Studio,200000
Dynamic Pixels,200000
"Dylan Hunt, ""Xblade""",200000
SmoleVN,200000
Smolders,200000
Jonathan BRASSAUD,200000
Joppe de Graaf,200000
Dr. Kimberly Voll,200000
Silver Cow Studio,200000
SeithCG,200000
The Mustard Corporation,200000
UndeadScout,200000
ShadowShifters,200000
Shadow Masters,200000
Underdog Games,200000
Disparity Games,200000
Seventh Heart Studios,200000
Serkan Bakar,200000
Dmitry Medvedev,200000
Dinosaur Games,200000
Serious Brew,200000
LUCKY GIRLS LIMITED,200000
Lamina Studios,200000
Laminar Research,200000
Laserboys3000,200000
ShadowWolf Games,200000
Dnovel,200000
Sick Puppies,200000
Kokua Games,200000
Kinto Games LLC,200000
Shiny Shoe,200000
Shining Gate Software,200000
Koboldgames,200000
Shield Break Studios,200000
Koga Tech Limited,200000
DotEmu SAS.,200000
Do My Best,200000
Konrad Burandt,200000
Dorado Games,200000
Kremlingames,200000
Dogenzaka Lab,200000
"Shanghai JingCai Computer Software Development Co., Ltd",200000
Kubold,200000
"""Ellie""",200000
Technocrat Games,200000
Cavedog Entertainment,200000
Brainbox Games,200000
Blue Bottle Games,200000
mesetts,200000
ChairKilling,200000
Barrel Roll Games,200000
Beyond-Limits-Games,200000
Badland Studio,200000
Ankama Games,200000
oddonegames,200000
ARGames,200000
"AltspaceVR, Inc.",200000
Brian Cronin,200000
5 Bits Games,200000
storm_sharks,200000
C.U.M原创游戏,200000
iFun4All S.A.,200000
4HEAD Studios,200000
"Andrew ""Versus"" Larionov",200000
Axis Game Factory LLC,200000
Avallon Alliance,200000
Zoetrope Interactive,200000
AO2Game,200000
Zenith Blue,200000
d3t,200000
Adventure Planning Service,200000
YOTSUBANE,200000
Aleson,200000
rokaplay,200000
猫薄荷制作组,200000
Bad Pixel,200000
BrineTeam,200000
Zero Gravity,200000
Agharta Studio,200000
Absolut Soft LLC,200000
Bitten Toast Games Inc.,200000
Cadence Games,200000
Big Head Games Ltd,200000
Zoë Mode,200000
Alex Zhang,200000
90Games,200000
tumangames,200000
AmberTail,200000
Łukasz Jakowski,200000
Black Sea Studios Ltd,200000
Alligator Pit,200000
BrashMonkey,200000
Beautiful Glitch,200000
251 Games,200000
Carmine T. Guida,200000
ChAIR Entertainment,200000
幽兰工房,200000
Brainwash Gang,200000
Andrew Morrish,200000
BANDAI NAMCO Studios Vancouver,200000
Yarvo Productions,200000
Bedlam Games,200000
Allgraf,200000
Beatnik Games,200000
Zykov Eddy,200000
Andrew Gilmour,200000
Alexandr Lavelin,200000
biplekfp,200000
Anisoptera Games,200000
AHA Entertainment,200000
Art in Heart,200000
u&i,200000
Aspyr (Mac & Linux),200000
XYLA Entertainment,200000
Cavalier Game Studios,200000
Boxelware,200000
"Capcom U.S.A., Inc.",200000
Archetype Studios,200000
Xiotex Studios Ltd,200000
CarX Technologies,200000
Bare Mettle Entertainment,200000
"Capcom Game Studio Vancouver, Inc.",200000
Blam! Games LLC,200000
magnussoft,200000
realities.io,200000
A.Y.std,200000
Bulwark Studios,200000
candyrocketstudio,200000
BUGBEAR,200000
Acido Cinza,200000
Atom Republic,200000
Casioqu,200000
Witch Beam,200000
dev4play,200000
AtomTeam,200000
Alexzander Protasenya,200000
2DEngine.com,200000
Bomb Shelter Games,200000
Arctic Bird Studio,200000
深爪貴族,200000
pheenix93,200000
BYU Animation -  Class of 2017,200000
Zakos Games,200000
Cape Guy Ltd,200000
X-Bow Software,200000
Bit Juggler,200000
Anvil Game Studios,200000
Athena Works,200000
"CFK Co., Ltd.",200000
Centauri Production,200000
Basilisk Games,200000
Airwolt,200000
高考恋爱委员会,200000
1C Game Studios,200000
BKOM Studios,200000
Chaos Concept,200000
Black Eye Games,200000
AQURIA,200000
北京九鳳信息科技有限公司,200000
7th Beat Games,200000
"Xavi Canal, Ben Palgi",200000
BOT Jungle Productions,200000
Can Explode,200000
YFYX GAMES,200000
Broken Games,200000
3X Entertainment Limited,200000
Xaviant,200000
Buried Signal,200000
Arcane Raise,200000
Acke Hallgren,200000
Castro Brothers,200000
BSK Games,200000
Andrey Rumak,200000
"ZiMAD, Inc.",200000
2x2 Games,200000
89AM Studio,200000
2Chance Projects,200000
2 Monkeys,200000
Zeppelin Studio,200000
"Adityaraj Rukhane, ""Adiart""",200000
sparsevector,200000
Triangle Studios,190000
上海アリス幻樂団,190000
"Moss Co., Ltd.",190000
Avalanche Software,190000
Sachonski,190000
"Mindware Co.,Ltd.",190000
Serious Games Interactive,190000
Alawar,190000
Unbound Creations,190000
Salamandra88,190000
HB Studios,190000
Crafty Studios,190000
Oriplay,190000
DQ Team,190000
Anea_Duo_Dev,190000
singi,190000
Soldak Entertainment,190000
Big Fat Simulations Inc.,190000
Quantized Bit,190000
Dreambakers,180000
Ithaqua Labs,180000
Serenity Forge,180000
MMEU,180000
Green Sauce Games,180000
Rumata Lab,180000
Torus Games,180000
indie_games_studio,180000
Crisp App Studio,180000
EleFun Games,180000
Robert Cardona,180000
GexagonVR,180000
Afterthought Studios,180000
hede,180000
Grey Alien Games,180000
BUG-Studio,180000
milanaozdieva,180000
ImperiumGame,180000
Mia Blais-Côté,180000
HA Studio Ltd.,180000
Holospark,180000
Sixteen Tons Entertainment,180000
ARTDINK,180000
Mzonestudio,180000
Immersion,180000
PlayFirst,180000
NLB project,180000
Artur Rezende,180000
Cloudhead Games ltd.,170000
Funktronic Labs,170000
RocketWerkz,170000
Coffee-Powered Games,170000
Orangepixel,170000
Zillion Whales,170000
MagicalTimeBean,170000
Stolen Couch Games,170000
Brzezinski,170000
Eversim,170000
Secret Base,170000
"Bit Planet Games, LLC",170000
GATO STUDIO,170000
Xefier Games Inc.,170000
Sith,170000
Trident Game Studio,170000
Design Factory,170000
Leslaw Sliwko,170000
Startreming,170000
Playito.com,170000
Triverske,170000
Enjoy Games,170000
Autotelic Games LLC,170000
Stately Snail,170000
3DDUO,170000
Chainsawesome Games,170000
KishMish Games,170000
SkyRiver Studios,170000
ENTERi,170000
Evil Twin Artworks,170000
CUTE ANIME GIRLS,170000
Seaven Studio,170000
Enitvare,170000
Kastriot Sulejmani,170000
Whirlpool,170000
QUByte Interactive,170000
Immersive VR Education Ltd.,170000
Doomster Entertainment,170000
Zoink Games,170000
CleanWaterSoft,170000
mPower Games Studio,170000
Maulidan Games,170000
Apeiron,170000
Kittehface Software,170000
Spry Fox LLC,170000
morojenoe's empire,170000
Kiz Studios,170000
Stormregion,170000
Fox,170000
Bad Seed,170000
TrerPlay,170000
Maxwolf,170000
"CAPCOM CO., LTD",170000
Anawiki Games,160000
MetamorphoGames,160000
Lazy Turtle Games,160000
Playtouch,160000
Mortis Games,160000
TRIANGLE SERVICE,160000
Casual.US,160000
meokigame,160000
Brandon Brizzi,160000
MagicHouse,160000
Brewsterland Studios,160000
Josh Tam Universe,160000
LTrust,160000
Surreal Games,160000
Hijong Park,160000
DimleTeam,160000
Mutant Entertainment Studios,160000
Interplay Entertainment Corp.,160000
Jujubee S.A.,160000
Music Breath,160000
Little World Studio,160000
Cersgame Studios,160000
Nicolas Bernard,160000
Screwfly Studios,160000
KADOKAWA CORPORATION,160000
SAT-BOX,160000
raptor lab,160000
SharF Co.,160000
VDimension,160000
Yustas Game Studio,160000
Perverse Games,160000
Kite & Lightning,150000
Toge Productions,150000
Wonderstruck,150000
Critical Games,150000
Mikeypoo's Games,150000
Angry Mob Games,150000
Creoteam,150000
Nikita,150000
O-TWO inc.,150000
A Sweet Studio,150000
CrackedGhostGames,150000
Fireglow,150000
Puuba,150000
Rionix,150000
Blue Entropy Studios,150000
Paleno Games,150000
Monte Cristo,150000
sen,150000
Redwood Games,150000
Thrill Pill Games,150000
Maddox Games,150000
energy milk,150000
Reflect Studios,150000
MadOut Games,150000
Michael Flynn,150000
Midgar Studio,150000
Trazzy Entertainment,150000
Casualogic,150000
SOFTON ENTERTAINMENT,150000
Panzer Gaming Studios,150000
Killerfish Games,150000
WarfareSims,150000
RLR Training Inc,150000
BBC Media Applications Technologies Limited,150000
Cadenza Interactive,150000
gfdsahdgsye7,150000
varlamov5264,150000
CGGAMES,150000
Metalhead Software Inc.,150000
Artem Bondin,150000
roseVeRte,150000
"CAVE Interactive CO.,LTD.",150000
Simple Ghost,150000
The Working Parts,150000
Victor Corradi,150000
attic Entertainment Software GmbH,150000
Proxy Studios,150000
Makivision Games,150000
CCCP,150000
Rodeo Games,150000
Star Legion,150000
Citeremis Inc.,150000
Dreadbit,150000
Pirotexnik,150000
Sourena Game Studio,150000
Indiecode Games,150000
Four Circle Interactive,150000
Sproing,150000
Owl Cave,150000
LiMAVR,150000
Windybeard,150000
OMNIDREAM CREATIONS,150000
Infinite Dreams,150000
OKAM Studio,150000
rokapublish,150000
Träumendes Mädchen,150000
Salsawi,150000
Ideas Pad,150000
Leadwerks Software,150000
Cheerdealers,150000
OnBlind,150000
Super Icon Ltd,140000
Forge Reply srl,140000
InterAction studios,140000
Divertic,140000
凝冰剑斩,140000
Heaven Brotherhood,140000
ClickGames,140000
Alternative Software Ltd,140000
Dischan Media,140000
Sandlot Games,140000
Epic Fire,140000
Z-Software,140000
Gestmorph Games,140000
Space Fractal,140000
Yakiniku Banzai,140000
LoadUpGames.com,140000
Studio Gamaii,140000
Marmalade Game Studio Ltd,140000
BJGameInd,140000
Play Spirit Limited,140000
Polynetix Studio,140000
Team Jolly Roger,140000
IronEqual,140000
Hammer Labs,140000
Domini Games,140000
Big Fish Studios,140000
Zach Tsiakalis-Brown,140000
Team Grybanser Fox,140000
Funny Twins,140000
Breakfall,140000
Phaser Lock Interactive,140000
Joystick Knights,140000
Niels Bauer Games,140000
PolarityFlow,140000
Hexage,140000
CasGames,140000
Outcorp,140000
Lucid Games Ltd,140000
GamersHype Productions,140000
Art Of Adventures,140000
Lost Decade Games,140000
M. Hanka,140000
Crankies Smartworks,140000
HandMade Game,140000
Magenta Factory,140000
Somer Games,140000
studio wasp,140000
Exkee,140000
VDO Games,140000
Creative Storm Entertainment,140000
KTX Software,140000
Graveck,140000
Battenberg Software,140000
Theodor Niklas,140000
Renegade Sector Games,140000
Alec Smith,140000
EasyGames,140000
AAAGAMES,140000
Icehole Games,140000
AMG GAMES,140000
Charlie Behan,140000
Ian MacLarty,140000
Bit Golem,140000
LaserStone,140000
Kavkaz Sila Games,140000
Ryan Silberman,140000
SMG Studio,140000
Awoker Games,140000
Fermenter Games,140000
Drop_Dead_Fred (Фред),140000
Bawu Team,140000
Heartbit Interactive,140000
Huy Phan,140000
PanGuoJun,140000
YAMAYURI GAMES,140000
Narrator,140000
Dharker Studio,140000
哈视奇科技,140000
DigitalEZ,130000
King Key Games,130000
Zetsubou,130000
VooFoo Studios,130000
Nitreal,130000
BekkerDev Studio,130000
Mythical City Games,130000
Corrosive Studios LLC,130000
Overflow,130000
hOSHI,130000
Anthony Case,130000
Space Monkey International,130000
Blue Sunset Games,130000
Chun Y.,130000
FobTi interactive,130000
Inu to Neko,130000
alexeibelih,130000
Antonio Renna,130000
HiTech Creations Inc.,120000
Shiny Entertainment,120000
Retrific,120000
tequibo,120000
Brogames,120000
Xorcerox,120000
Alan Hazelden,120000
Press Play,120000
Buka Entertainment,120000
Sub Orbital Software,120000
Shevchenko Technology,120000
Spectral Games,120000
BlockheadGames,120000
"Massive Damage, Inc.",120000
JMJ Interactive,120000
John Szymanski,120000
BVRgame,120000
Orion Games,120000
Haruneko Entertainment,120000
VaNyuHa,120000
Jeff Trier,120000
Jon Gallant,120000
Restory Studio,120000
BL-Logic,120000
Arcupion Art,120000
Deceptive Games Ltd.,120000
Every Single Soldier,120000
Hesketh Studios Ltd,120000
Studio Saizensen,120000
Jace Masula,120000
Up Multimedia,120000
Mi-Clos Studio,120000
Directive Games Limited,120000
InArcade,120000
Yunus Ayyildiz,120000
Twelve Tiles,120000
Puzzle Lab,120000
CRASS Studios,120000
goonswarm,120000
D1ONE,120000
Ocean Software,120000
Tuttifrutti Interactive,120000
Still Running,120000
Oxeye Game Studio,120000
Ntronium Games,120000
Silicon Jelly,120000
Indomitus Games,120000
Pyrodactyl,120000
StarWraith 3D Games LLC,120000
Hörberg Productions,120000
Ivy Games,120000
Magic Notion Ltd,120000
Kamil Szczepanik,120000
IVR,120000
7DOTS,120000
IR Studio,120000
Kaan Köse,120000
VirZOOM,120000
Magnolia Art,120000
Paladin Studios,120000
Autonomic Interactive,120000
DYNAMICNEXT,120000
Metanaut,120000
Plethora-Project LLC,120000
StarworkGC,120000
Psydra Games LLC,120000
Prospect Games,120000
Dreamz Studio,120000
Squiddershins,120000
Appnori Inc.,120000
Kingdom Games,120000
Norven Games,120000
KinifiGames LLC,120000
Tower Up Studios,120000
tri-Ace,120000
Slitherine Ltd.,120000
RhinoGearz,120000
Point Bleep Studios,120000
BBQ Games,120000
light,120000
Spell Helix,120000
Ominous Entertainment,120000
Iteration 11,120000
Blue Brain Games,120000
98DEMAKE,120000
Ultra Runaway Games,120000
Curve Digital,120000
DoubleBear Productions,120000
Artogon,120000
OhNoo Studio,120000
Emblematic Group,120000
Doyodo,120000
Travian Games GmbH,120000
YeaBoing,120000
"CyberStep, Inc.",120000
Dreadlocks Mobile,120000
Storybird Games,120000
BrainGoodGames,120000
DreamSail Games,120000
Dreamatrix,120000
Trevor Jones,120000
Tokyo RPG Factory,120000
BulatHard,120000
"Accolade, Inc.",120000
White Paper Games,120000
Sushee,120000
NinjaISV,120000
Carlo D'Apostoli Projects,120000
Perilous Orbit,120000
Hammerhead VR,120000
TheElvenTale Games,120000
TigerNDV,120000
Alice & Smith,120000
Fazan,120000
The Revills Games,120000
Moonrise Interactive,120000
LunarCore Games,120000
Zeno Rogue,120000
Coconut Shavers,120000
System 3,120000
Flashynurav,120000
SQUARE ENIX,120000
Conrad Nelson,120000
Grey Dog Software,120000
The Quadsphere,120000
Clawed Paw,120000
Ludeme Games,120000
PixelFade Inc,120000
FailoutGames,120000
Copybugpaste,120000
Watercolor Games,120000
Chris Antoni,120000
Active Gaming Media Inc.,120000
Ratalaika Games S.L.,120000
Paul Cuisset,120000
aiueoKompany,120000
Munchkin's Lair,120000
bumblebee,120000
Chris Chung,120000
Fun Games For Free,120000
Muzzy Lane Software,120000
Fasaria Works,120000
Rank17,120000
Nikita Online,120000
Fred Wood,120000
Petite Games,120000
Monkeys Tales Studio,120000
Vyacheslav Ozolnieks,120000
MobileFusion Apps Ltd,120000
GB Patch Games,120000
Laughing Jackal LTD,120000
CloudTheWolf Games,120000
Final Boss Entertainment,120000
17Studio,120000
Nerd Monkeys®,120000
Red Matter Studio,120000
13-lab,120000
Composer-Motorin Dmitry (Djinotan),120000
Sunight Games,120000
ComonGames,120000
Fallen Tree Games Ltd,120000
Lostwood,120000
Salmi Games,120000
GuraShop,120000
La’cryma,120000
Last Day of Work,120000
Sanuk Games,120000
MIROWIN,120000
Games++,120000
Chequered Ink Ltd.,120000
Lokator Studio,120000
LunarPixel,120000
Niffler Ltd.,120000
Team Syukino,120000
Hamsters Gaming,120000
Sean Davy,120000
MrCiastku,120000
White Giant RPG Studios,120000
Mårten Jonsson,120000
Redlynx,120000
Binary Takeover,120000
"Alzan Studios, LLC",120000
LAN - GAMES EOOD,120000
G5 Software,120000
LuGus Studios,120000
"GAME ARTS Co., Ltd.",120000
Hangover Cat Purrroduction,120000
Hangzhou NezhaGames,120000
Andrii Vintsevych,120000
For All To Play,120000
Reine Works,110000
GameArt Studio GmbH,110000
Far Mills,110000
GooDCrafter,110000
Dingo Games,110000
"M2 Co.,LTD",110000
Timberwolf Studios,110000
Thylacine Studios,110000
Specialbit Studio,110000
Activision,110000
IDALGAME,110000
Graviteam,110000
Steve Gal,110000
Thorne Games,110000
Mysterytag,110000
Eclipse Games,110000
Acerola,110000
Rusty Moyher,110000
Kerim Kumbasar,110000
Nicholas Rizzo,110000
NickySwan,110000
Sylvain Seccia,110000
peakvox,110000
Yaeko,110000
House of Tales,110000
GameChain,110000
Alien Jellyfish,110000
Bartoš Studio,110000
Sergey Bobrov,110000
Raptor Claw Games,110000
Blue Giraffe,110000
RunServer,110000
YoYo Games Ltd.,110000
BrainStorming Team,110000
Mugle Studio,110000
Angels Blue Digital Entertainment,110000
Kool2Play,110000
URSE Games,110000
Fabraz,110000
Sebastian Nigro,110000
"Diggidy.net, LLC",110000
MOONSTONE,110000
Lose,110000
Shortbreak Studios s.c.,110000
DigiMight,110000
Razzart Visual,110000
GTGD,110000
BottleCube inc.,110000
Project Whitecard Studios Inc.,110000
CASGames,110000
Temple Gates Games,110000
Argent Games,110000
Teamomega,110000
Meridian'93,110000
OfficialAndy,110000
Robert Borghese,100000
Spiral House,100000
Fresh3D,100000
GiBar,100000
杭州分浪网络科技有限公司,100000
Forgotten Key,100000
Tymon Zgainski,100000
Rain Pohlak,100000
Brayden Myers,100000
NeoCoreGames,100000
Breadmeat,100000
Beavis Soft,100000
DragonSnow,100000
For Fun Labs,100000
Freshly Squeezed,100000
Frisky Fatal Games,100000
IndieGala,100000
Spidermonk Entertainment,100000
The Drone Racing League,100000
Gizmo VR LTD,100000
Spiders Studio,100000
Mountain Sheep,100000
DryGin Studios,100000
Foggybus,100000
Ionut Lucian Achiricioaei,100000
Tyler Doak,100000
Askiisoft,100000
Yingke Wu,100000
zoocros,100000
Neon Deity Games,100000
Gaming Cats Studio,100000
Doragon Entertainment,100000
Infinigon,100000
DoshMallow Games,100000
St. Michael's Girls School,100000
Priyam Parikh,100000
Dreamsite Games,100000
Brave Bunny,100000
Ghost Machine,100000
Bearded Bunnies,100000
Geoff Keighley,100000
Absorbed Studios,100000
Gentlymad,100000
Gentleman Squid Studio,100000
Reconnect Software,100000
Muzzy Lane,100000
Fraoula,100000
Bigbug Studio,100000
iMaxGen,100000
Team B.R.O.S.,100000
Brain&Brain,100000
Reborn Games,100000
Dracula Bytes,100000
Spooky Doorway,100000
Beast Games,100000
Artur Mandas,100000
Ultrabit,100000
Meagan Malone,100000
Dragon Foundry,100000
Interbellum team,100000
Fourattic,100000
Rectangle,100000
Robert Pelloni,100000
Taylor Stapleton,100000
Brave Rabbit Games,100000
Team Fusion Simulations,100000
MyST,100000
The Game Bakery,100000
ULTRA ULTRA,100000
Nemoria Entertainment,100000
Big Red Button Entertainment,100000
Tasty Stewdios LLC,100000
Team DOTS,100000
Above and Beyond Technologies,100000
iNK Stories,100000
Nemo Studios,100000
iDev Games,100000
DreamEscape,100000
Yazar Media Group LLC,100000
My Dog Zorro,100000
Rainbow Goats Studio,100000
Ino-Co,100000
InsGames,100000
Iron 27,100000
Zakhar Zakharov,100000
Gamesare,100000
AZ-Art Development Studio,100000
AZAMATIKA,100000
Only Human Studios,100000
James Id,100000
Sound Slide Team,100000
とらいあんぐる！,100000
SoundAndFuryGames,100000
Source Studio Ltd.,100000
"Source Technology Co., Ltd.",100000
Jalomot Ltda.,100000
Futuremark,100000
the_dobrokot,100000
Brudingo Team,100000
Jake Hollands,100000
Ben Esposito,100000
Naev Team,100000
Jakal Studios,100000
Jak Wilmot,100000
DigiFX Interactive,100000
Ben Aprigliano,100000
Fusty Game,100000
Jaison Robson Gusava,100000
Space Boat Studios,100000
Digital Arrow,100000
Matt Kap,100000
Unreal Gaming,100000
Digital Dreams,100000
Digital Eclipse,100000
TernGame,100000
Digital Furnace Games,100000
Xtal Sword,100000
NHTV Breda University of Applied Sciences,100000
Digital Fusion Inc.,100000
Urbanscan,100000
AWAR,100000
Teku Studios,100000
VM World Studio,100000
Jeffrey Klinicke,100000
GFI Russia,100000
Jeff Nusz,100000
ansdor,100000
VIS - Visual Imagination Software,100000
OrangesGame Technology Limited,100000
Raum Studio,100000
Soleil Ltd.,100000
GQG DEVELOPER,100000
Solest Games,100000
Mash Games,100000
Orange Cat Studio,100000
Raul Bravo,100000
Poppy de Raad,100000
Ratz 'N' Godz,100000
DesktopPaints LLC,100000
Roger Levy,100000
Destined Team,100000
NMC Studios,100000
Roger Barton,100000
Ratloop Games Canada,100000
Area 120,100000
Something Dark Studios,100000
Portalarium,100000
NIMONIX,100000
Mastiff,100000
Jacob Leach,100000
Jacob Janerka,100000
Team Isolation,100000
Fula Fisken,100000
Team Shifty,100000
Aron Miller,100000
batensan,100000
Speedspark Studio,100000
Rock Crow,100000
Beyond Games,100000
GameORE,100000
Fuel Entertainment,100000
Atara Games,100000
The Bitfather,100000
The Bitmap Brothers,100000
Uncorporeal Systems,100000
Omey Salvi,100000
The Body VR LLC,100000
Isabelle Dela Torre,100000
Nate Sanders,100000
Maverick Game Studio,100000
The Collective,100000
Frostkeep Studios,100000
Robotality,100000
Dohi Sweden AB,100000
Beenox,100000
Games Distillery s.r.o.,100000
Umix Studios,100000
Max Geraci,100000
Spicy Horse,100000
Big Bad Wolf,100000
Big Boat Interactive,100000
ArteG,100000
Disruptor Beam Inc.,100000
4Fufelz,100000
Fury Software,100000
Aaron Oldenburg,100000
橘喵喵,100000
Rockodile,100000
TeamTop Games,100000
Berezka,100000
b-Alive,100000
Funtime,100000
Terry Kaleas,100000
Digital Reality Software & Playbox,100000
SpaceCan,100000
Bellcat Game,100000
Spaceboy Games,100000
"YGGDRAZIL GROUP CO.,LTD",100000
Spacelight Studio,100000
"JW, Kitty, Jukio, and Dom",100000
Galvanic Games,100000
RocketSnail,100000
Besedka Games Studio,100000
ThankCreate Studio,100000
Belarus Games,100000
Game Swing,100000
DillyFrame,100000
"The Abbot's Book, LLC",100000
JE Software,100000
Team Summer Nightmare,100000
Specter Game Studios,100000
Armnomads LLC,100000
The Archotek Project Team,100000
JACK TWIN,100000
Rock Pocket Games,100000
5pb.,100000
Turbulon Interactive,100000
Flyleap Studios Pty. Ltd.,100000
Quadro Delta,100000
B4T Games,100000
Streko Graphics,100000
Fancy Fish Games,100000
TimeSymmetry,100000
Stress Level Zero,100000
Actoz Soft,100000
Toyman Interactive,100000
cpmilan,100000
Sweet Dog Studios,100000
Struckd AG,100000
Hollow Ponds,100000
"Suzhou DaYu Network Technology Co., Ltd.",100000
HE SAW,100000
Blue Fang,100000
Timothy Vincent,100000
Honeyslug,100000
Timushev Vladimir,100000
ZPink,100000
Entity Medialab,100000
BEta - indie,100000
